date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:28:16	44480/44480	---M-Z	200	added ('OK')	application/javascript	etag:W/%223036ad5b436183ce0b711406de0f20c1%22	https://static.parastorage.com/services/editor-elements/dist/common-site-members-dialogs.f671a15f.chunk.min.js	C:/My%20Web%20Sites/dc180/static.parastorage.com/services/editor-elements/dist/common-site-members-dialogs.f671a15f.chunk.min.js	(from https://www.180dcberkeley.com/about-us)
22:28:16	255753/255753	---M-Z	200	added ('OK')	application/javascript	etag:W/%220c8c508bc81440f1b858a8edadab3205%22	https://static.parastorage.com/services/editor-elements/dist/vendors~VideoPlayer.c4b2e5e9.chunk.min.js	C:/My%20Web%20Sites/dc180/static.parastorage.com/services/editor-elements/dist/vendors_VideoPlayer.c4b2e5e9.chunk.min.js	(from https://www.180dcberkeley.com/about-us)
22:28:16	30880/30880	---M-Z	200	added ('OK')	application/javascript	etag:W/%2274ad4965bd170646970a474e4272bf5c%22	https://static.parastorage.com/services/editor-elements/dist/VideoPlayer.14249c7d.chunk.min.js	C:/My%20Web%20Sites/dc180/static.parastorage.com/services/editor-elements/dist/VideoPlayer.14249c7d.chunk.min.js	(from https://www.180dcberkeley.com/about-us)
22:28:17	645/645	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f4c33a0a22f16fe79ef89acf7e0b0d9b%22	https://static.parastorage.com/services/editor-elements/dist/WPhoto_CirclePhoto.836c3970.chunk.min.js	C:/My%20Web%20Sites/dc180/static.parastorage.com/services/editor-elements/dist/WPhoto_CirclePhoto.836c3970.chunk.min.js	(from https://www.180dcberkeley.com/about-us)
22:28:17	398337/398337	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20May%202021%2016:58:12%20GMT	https://www.180dcberkeley.com/apply	C:/My%20Web%20Sites/dc180/www.180dcberkeley.com/apply.html	(from https://www.180dcberkeley.com/)
22:28:18	4384/4384	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2016:58:18%20GMT	https://static.wixstatic.com/media/83c157_4de405f628654f9e937eda9fd636a785~mv2.jpg/v1/fill/w_192,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2/83c157_4de405f628654f9e937eda9fd636a785~mv2.jpg	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_4de405f628654f9e937eda9fd636a785_mv2.jpg/v1/fill/w_192,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2/83c157_4de405f628654f9e937eda9fd636a785_mv2.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:21	6622/6622	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:21%20GMT	https://static.wixstatic.com/media/83c157_7c20b3954f524a5cbe04c734da58bb87~mv2.png/v1/fill/w_65,h_57,al_c,usm_0.66_1.00_0.01,blur_3/noun_strong_2818409_edited.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_7c20b3954f524a5cbe04c734da58bb87_mv2.png/v1/fill/w_65,h_57,al_c,usm_0.66_1.00_0.01,blur_3/noun_strong_2818409_edited.png	(from https://www.180dcberkeley.com/about-us)
22:28:21	13926/13926	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:21%20GMT	https://static.wixstatic.com/media/83c157_6bd2e6c99c604b199975b0de1408dedd~mv2.png/v1/fill/w_102,h_89,al_c,usm_0.66_1.00_0.01,blur_3/noun_lightbulb_589680_edited.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_6bd2e6c99c604b199975b0de1408dedd_mv2.png/v1/fill/w_102,h_89,al_c,usm_0.66_1.00_0.01,blur_3/noun_lightbulb_589680_edited.png	(from https://www.180dcberkeley.com/about-us)
22:28:21	14827/14827	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:22%20GMT	https://static.wixstatic.com/media/83c157_db8062f715644c1bbf495db98dcf185a~mv2.png/v1/fill/w_103,h_89,al_c,usm_0.66_1.00_0.01,blur_3/noun_hands%2520and%2520heart_395995_edited_p.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_db8062f715644c1bbf495db98dcf185a_mv2.png/v1/fill/w_103,h_89,al_c,usm_0.66_1.00_0.01,blur_3/noun_hands%20and%20heart_395995_edited_p.png	(from https://www.180dcberkeley.com/about-us)
22:28:22	16846/16846	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:22%20GMT	https://static.wixstatic.com/media/83c157_b3faf6185a274bcba92cd413da8456d1~mv2.png/v1/fill/w_93,h_89,al_c,usm_0.66_1.00_0.01,blur_3/noun_world_2699540_edited_edited.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_b3faf6185a274bcba92cd413da8456d1_mv2.png/v1/fill/w_93,h_89,al_c,usm_0.66_1.00_0.01,blur_3/noun_world_2699540_edited_edited.png	(from https://www.180dcberkeley.com/about-us)
22:28:23	73654/73654	---MCZ	200	added ('OK')	text/css	etag:W/%2226ca99e48dc8517ef027baf395a17fc1%22	https://static.parastorage.com/services/pro-gallery-santa-wrapper/1.1565.0/staticCss.min.css	C:/My%20Web%20Sites/dc180/static.parastorage.com/services/pro-gallery-santa-wrapper/1.1565.0/staticCss.min.css	(from https://www.180dcberkeley.com/about-us)
22:28:23	10331/10331	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2016:58:23%20GMT	https://static.wixstatic.com/media/83c157_96b316eab2584140be79fa6c98c8177b~mv2.jpg/v1/fill/w_156,h_129,q_90/83c157_96b316eab2584140be79fa6c98c8177b~mv2.jpg	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_96b316eab2584140be79fa6c98c8177b_mv2.jpg/v1/fill/w_156,h_129,q_90/83c157_96b316eab2584140be79fa6c98c8177b_mv2.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:23	14795/14795	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2016:58:24%20GMT	https://static.wixstatic.com/media/83c157_2d481a95880d40ef882347749752e510~mv2.jpg/v1/fill/w_172,h_129,q_90/83c157_2d481a95880d40ef882347749752e510~mv2.jpg	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_2d481a95880d40ef882347749752e510_mv2.jpg/v1/fill/w_172,h_129,q_90/83c157_2d481a95880d40ef882347749752e510_mv2.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:24	32079/32079	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2016:58:24%20GMT	https://static.wixstatic.com/media/83c157_eb015fa7bbe3467eaf5f9306b9b015aa~mv2.jpg/v1/fill/w_333,h_250,q_90/83c157_eb015fa7bbe3467eaf5f9306b9b015aa~mv2.jpg	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_eb015fa7bbe3467eaf5f9306b9b015aa_mv2.jpg/v1/fill/w_333,h_250,q_90/83c157_eb015fa7bbe3467eaf5f9306b9b015aa_mv2.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:24	34417/34417	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2016:58:25%20GMT	https://static.wixstatic.com/media/83c157_279891f97dcf4b899984623766f672f2~mv2.jpg/v1/fill/w_282,h_212,q_90/83c157_279891f97dcf4b899984623766f672f2~mv2.jpg	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_279891f97dcf4b899984623766f672f2_mv2.jpg/v1/fill/w_282,h_212,q_90/83c157_279891f97dcf4b899984623766f672f2_mv2.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:25	20932/20932	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2016:58:25%20GMT	https://static.wixstatic.com/media/83c157_db821efa27344048b4af374d653d695a~mv2.jpg/v1/fill/w_282,h_167,q_90/83c157_db821efa27344048b4af374d653d695a~mv2.jpg	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_db821efa27344048b4af374d653d695a_mv2.jpg/v1/fill/w_282,h_167,q_90/83c157_db821efa27344048b4af374d653d695a_mv2.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:25	28001/28001	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2016:58:25%20GMT	https://static.wixstatic.com/media/83c157_d8e8ba9548564b0fbe77a30531015dba~mv2.jpg/v1/fill/w_293,h_220,q_90/83c157_d8e8ba9548564b0fbe77a30531015dba~mv2.jpg	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_d8e8ba9548564b0fbe77a30531015dba_mv2.jpg/v1/fill/w_293,h_220,q_90/83c157_d8e8ba9548564b0fbe77a30531015dba_mv2.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:26	9867/9867	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2016:58:26%20GMT	https://static.wixstatic.com/media/83c157_668c3dcbc0f74c9ba203698ec3d251b6~mv2.jpg/v1/fill/w_128,h_159,q_90/83c157_668c3dcbc0f74c9ba203698ec3d251b6~mv2.jpg	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_668c3dcbc0f74c9ba203698ec3d251b6_mv2.jpg/v1/fill/w_128,h_159,q_90/83c157_668c3dcbc0f74c9ba203698ec3d251b6_mv2.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:26	67817/67817	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:26%20GMT	https://static.wixstatic.com/media/83c157_c447b383f03d4eaa881308769aa36d3e~mv2.png/v1/fill/w_160,h_159,q_90/83c157_c447b383f03d4eaa881308769aa36d3e~mv2.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_c447b383f03d4eaa881308769aa36d3e_mv2.png/v1/fill/w_160,h_159,q_90/83c157_c447b383f03d4eaa881308769aa36d3e_mv2.png	(from https://www.180dcberkeley.com/about-us)
22:28:27	5789/5789	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:27%20GMT	https://static.wixstatic.com/media/83c157_d82b64198ac34cb594eb964f18bd3a9a~mv2.png/v1/fill/w_85,h_28,al_c,usm_0.66_1.00_0.01,blur_2/mckinsey.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_d82b64198ac34cb594eb964f18bd3a9a_mv2.png/v1/fill/w_85,h_28,al_c,usm_0.66_1.00_0.01,blur_2/mckinsey.png	(from https://www.180dcberkeley.com/about-us)
22:28:27	3070/3070	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:27%20GMT	https://static.wixstatic.com/media/83c157_9f2cad45da0e4cb0890b95b69cdef6f4~mv2.png/v1/fill/w_87,h_42,al_c,usm_0.66_1.00_0.01,blur_2/tesla_logo_PNG21.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_9f2cad45da0e4cb0890b95b69cdef6f4_mv2.png/v1/fill/w_87,h_42,al_c,usm_0.66_1.00_0.01,blur_2/tesla_logo_PNG21.png	(from https://www.180dcberkeley.com/about-us)
22:28:27	18575/18575	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:28%20GMT	https://static.wixstatic.com/media/83c157_bcc51d7f7663409dbcde524d761da7f7~mv2.png/v1/fill/w_124,h_75,al_c,usm_0.66_1.00_0.01,blur_3/American_Automobile_Association_logo_svg.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_bcc51d7f7663409dbcde524d761da7f7_mv2.png/v1/fill/w_124,h_75,al_c,usm_0.66_1.00_0.01,blur_3/American_Automobile_Association_logo_svg.png	(from https://www.180dcberkeley.com/about-us)
22:28:28	9570/9570	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:28%20GMT	https://static.wixstatic.com/media/83c157_e64d342e36274e879787be18c1b67398~mv2.png/v1/fill/w_124,h_124,al_c,usm_0.66_1.00_0.01,blur_3/uber_PNG24.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_e64d342e36274e879787be18c1b67398_mv2.png/v1/fill/w_124,h_124,al_c,usm_0.66_1.00_0.01,blur_3/uber_PNG24.png	(from https://www.180dcberkeley.com/about-us)
22:28:28	16544/16544	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:28%20GMT	https://static.wixstatic.com/media/83c157_200341554e9648d495ca7efa9ee0c11c~mv2.png/v1/fill/w_189,h_50,al_c,usm_0.66_1.00_0.01,blur_3/Harvard-Law-Logo.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_200341554e9648d495ca7efa9ee0c11c_mv2.png/v1/fill/w_189,h_50,al_c,usm_0.66_1.00_0.01,blur_3/Harvard-Law-Logo.png	(from https://www.180dcberkeley.com/about-us)
22:28:29	14765/14765	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:29%20GMT	https://static.wixstatic.com/media/83c157_f78b0bd7b0ea4e6a89d020580b41d7e1~mv2.png/v1/fill/w_144,h_58,al_c,usm_0.66_1.00_0.01,blur_3/BCG-Logo.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_f78b0bd7b0ea4e6a89d020580b41d7e1_mv2.png/v1/fill/w_144,h_58,al_c,usm_0.66_1.00_0.01,blur_3/BCG-Logo.png	(from https://www.180dcberkeley.com/about-us)
22:28:29	12204/12204	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:29%20GMT	https://static.wixstatic.com/media/83c157_560f2c91e8af4308b4052d4808b27b3d~mv2.png/v1/fill/w_185,h_64,al_c,usm_0.66_1.00_0.01,blur_3/kaiser-permanente-logo.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_560f2c91e8af4308b4052d4808b27b3d_mv2.png/v1/fill/w_185,h_64,al_c,usm_0.66_1.00_0.01,blur_3/kaiser-permanente-logo.png	(from https://www.180dcberkeley.com/about-us)
22:28:29	1609/1609	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2016:58:30%20GMT	https://static.wixstatic.com/media/83c157_18f8d86cec0a46af8b91fa4309b65e73~mv2_d_4400_1617_s_2.jpg/v1/fill/w_82,h_30,al_c,q_80,usm_0.66_1.00_0.01,blur_2/8867_Microsoft_5F00_Logo_2D00_for_2D00_s.jpg	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_18f8d86cec0a46af8b91fa4309b65e73_mv2_d_4400_1617_s_2.jpg/v1/fill/w_82,h_30,al_c,q_80,usm_0.66_1.00_0.01,blur_2/8867_Microsoft_5F00_Logo_2D00_for_2D00_s.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:30	7951/7951	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:30%20GMT	https://static.wixstatic.com/media/83c157_01a4420ce52245a7b3eea7047421b9b4~mv2.png/v1/fill/w_168,h_45,al_c,usm_0.66_1.00_0.01,blur_3/Acc_Logo_Black_Purple_RGB.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_01a4420ce52245a7b3eea7047421b9b4_mv2.png/v1/fill/w_168,h_45,al_c,usm_0.66_1.00_0.01,blur_3/Acc_Logo_Black_Purple_RGB.png	(from https://www.180dcberkeley.com/about-us)
22:28:30	2326/2326	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:30%20GMT	https://static.wixstatic.com/media/83c157_26fde7f9fabb43b59eaaaefdecf82780~mv2.png/v1/fill/w_84,h_34,al_c,usm_0.66_1.00_0.01,blur_2/deloitte-logo.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_26fde7f9fabb43b59eaaaefdecf82780_mv2.png/v1/fill/w_84,h_34,al_c,usm_0.66_1.00_0.01,blur_2/deloitte-logo.png	(from https://www.180dcberkeley.com/about-us)
22:28:31	9981/9981	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:31%20GMT	https://static.wixstatic.com/media/83c157_afbff136aeb44adab862d289bd8bf138~mv2.png/v1/fill/w_176,h_39,al_c,usm_0.66_1.00_0.01,blur_3/1280px-Verizon_2015_logo_-vector_svg.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_afbff136aeb44adab862d289bd8bf138_mv2.png/v1/fill/w_176,h_39,al_c,usm_0.66_1.00_0.01,blur_3/1280px-Verizon_2015_logo_-vector_svg.png	(from https://www.180dcberkeley.com/about-us)
22:28:31	28152/28152	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:31%20GMT	https://static.wixstatic.com/media/83c157_ba47c5ef7c5c4335a15a1b96ec190de9~mv2.png/v1/fill/w_169,h_100,al_c,usm_0.66_1.00_0.01,blur_3/bain-company-logo-2DEF784400-seeklogo_co.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_ba47c5ef7c5c4335a15a1b96ec190de9_mv2.png/v1/fill/w_169,h_100,al_c,usm_0.66_1.00_0.01,blur_3/bain-company-logo-2DEF784400-seeklogo_co.png	(from https://www.180dcberkeley.com/about-us)
22:28:31	26781/26781	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:32%20GMT	https://static.wixstatic.com/media/83c157_e65a5f6040014682b0bcd50e7db25d80~mv2_d_2400_1271_s_2.png/v1/fill/w_170,h_90,al_c,usm_0.66_1.00_0.01,blur_3/cisco-logo-transparent.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_e65a5f6040014682b0bcd50e7db25d80_mv2_d_2400_1271_s_2.png/v1/fill/w_170,h_90,al_c,usm_0.66_1.00_0.01,blur_3/cisco-logo-transparent.png	(from https://www.180dcberkeley.com/about-us)
22:28:32	12270/12270	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:32%20GMT	https://static.wixstatic.com/media/83c157_8671909904e646bfbb294dba77faea35~mv2_d_2400_2003_s_2.png/v1/fill/w_120,h_100,al_c,usm_0.66_1.00_0.01,blur_3/ernst-young-ey-logo-png-transparent.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_8671909904e646bfbb294dba77faea35_mv2_d_2400_2003_s_2.png/v1/fill/w_120,h_100,al_c,usm_0.66_1.00_0.01,blur_3/ernst-young-ey-logo-png-transparent.png	(from https://www.180dcberkeley.com/about-us)
22:28:33	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20May%202021%2016:58:33%20GMT	https://www.180dcberkeley.com/Mallika_edited_edited_edited.jpg	C:/My%20Web%20Sites/dc180/www.180dcberkeley.com/Mallika_edited_edited_edited.5b.delayed	(from https://www.180dcberkeley.com/about-us)
22:28:34	2496/2496	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2016:58:34%20GMT	https://static.wixstatic.com/media/83c157_b443af42227243c58fd51f2959d1fb13~mv2.jpg/v1/crop/x_4,y_0,w_1219,h_1217/fill/w_84,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Mallika_edited_edited_edited.jpg	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_b443af42227243c58fd51f2959d1fb13_mv2.jpg/v1/crop/x_4,y_0,w_1219,h_1217/fill/w_84,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2/Mallika_edited_edited_edited.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:34	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20May%202021%2016:58:34%20GMT	https://www.180dcberkeley.com/180_indiv-7_edited_edited_edited.jpg	C:/My%20Web%20Sites/dc180/www.180dcberkeley.com/180_indiv-7_edited_edited_edited.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:35	2492/2492	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2016:58:35%20GMT	https://static.wixstatic.com/media/83c157_4ce4dfbccda94e8296d956e62ec96de2~mv2.jpg/v1/crop/x_118,y_0,w_1265,h_1265/fill/w_84,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2/180_indiv-7_edited_edited_edited.jpg	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_4ce4dfbccda94e8296d956e62ec96de2_mv2.jpg/v1/crop/x_118,y_0,w_1265,h_1265/fill/w_84,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2/180_indiv-7_edited_edited_edited.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:35	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20May%202021%2016:58:35%20GMT	https://www.180dcberkeley.com/nicole2_edited.jpg	C:/My%20Web%20Sites/dc180/www.180dcberkeley.com/nicole2_edited.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:36	2261/2261	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2016:58:36%20GMT	https://static.wixstatic.com/media/83c157_c88614d9a1e2410da5a589e6445384c0~mv2.jpg/v1/crop/x_19,y_0,w_647,h_647/fill/w_84,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2/nicole2_edited.jpg	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_c88614d9a1e2410da5a589e6445384c0_mv2.jpg/v1/crop/x_19,y_0,w_647,h_647/fill/w_84,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2/nicole2_edited.jpg	(from https://www.180dcberkeley.com/about-us)
22:28:36	101773/101773	---M-Z	200	added ('OK')	application/javascript	etag:W/%229f2e02ff244b234a5ec7c4541d6e5a65%22	https://static.parastorage.com/services/wix-code-platform/1.839.0/wixCodeNamespacesAndElementorySupport.min.js	C:/My%20Web%20Sites/dc180/static.parastorage.com/services/wix-code-platform/1.839.0/wixCodeNamespacesAndElementorySupport.min.js	(from https://www.180dcberkeley.com/ourservices)
22:28:36	539/539	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20May%202021%2016:48:31%20GMT	https://b0ce3478-f85d-42e6-968e-3ff81ce6ffb9.static.pub.wix-code.com/static/v2/3d25b9c8-8a30-4b01-9fc6-8f73dbddb00c/b0ce3478-f85d-42e6-968e-3ff81ce6ffb9/pages/ejvxl.js?use-globals-object=true	C:/My%20Web%20Sites/dc180/b0ce3478-f85d-42e6-968e-3ff81ce6ffb9.static.pub.wix-code.com/static/v2/3d25b9c8-8a30-4b01-9fc6-8f73dbddb00c/b0ce3478-f85d-42e6-968e-3ff81ce6ffb9/pages/ejvxlbe39.js	(from https://www.180dcberkeley.com/ourservices)
22:28:37	1719/1719	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:37%20GMT	https://static.wixstatic.com/media/83c157_8c34c67f7b6b465fa3bd1066fa970dda~mv2.png/v1/fill/w_180,h_104,al_c,usm_0.66_1.00_0.01,blur_2/22171_white-to-transparent-gradient-png_.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_8c34c67f7b6b465fa3bd1066fa970dda_mv2.png/v1/fill/w_180,h_104,al_c,usm_0.66_1.00_0.01,blur_2/22171_white-to-transparent-gradient-png_.png	(from https://www.180dcberkeley.com/ourservices)
22:28:38	4164/4164	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2016:58:38%20GMT	https://static.wixstatic.com/media/83c157_59241875ddbe4a20bb6e341625f15008~mv2.jpg/v1/fill/w_145,h_97,al_c,q_80,usm_0.66_1.00_0.01,blur_2/83c157_59241875ddbe4a20bb6e341625f15008~mv2.jpg	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_59241875ddbe4a20bb6e341625f15008_mv2.jpg/v1/fill/w_145,h_97,al_c,q_80,usm_0.66_1.00_0.01,blur_2/83c157_59241875ddbe4a20bb6e341625f15008_mv2.jpg	(from https://www.180dcberkeley.com/ourservices)
22:28:38	5796/5796	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:39%20GMT	https://static.wixstatic.com/media/83c157_402f4ee216a04448a28c7df078ddd695~mv2.png/v1/fill/w_54,h_54,al_c,usm_0.66_1.00_0.01,blur_3/graph_edited.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_402f4ee216a04448a28c7df078ddd695_mv2.png/v1/fill/w_54,h_54,al_c,usm_0.66_1.00_0.01,blur_3/graph_edited.png	(from https://www.180dcberkeley.com/ourservices)
22:28:39	4765/4765	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:39%20GMT	https://static.wixstatic.com/media/83c157_68bf7c7a4a024c1f9049852f90825ec7~mv2.png/v1/fill/w_44,h_44,al_c,usm_0.66_1.00_0.01,blur_3/search_edited.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_68bf7c7a4a024c1f9049852f90825ec7_mv2.png/v1/fill/w_44,h_44,al_c,usm_0.66_1.00_0.01,blur_3/search_edited.png	(from https://www.180dcberkeley.com/ourservices)
22:28:39	5152/5152	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:40%20GMT	https://static.wixstatic.com/media/83c157_e3372a8e19c240ac81111fb5b24a48db~mv2.png/v1/fill/w_54,h_54,al_c,usm_0.66_1.00_0.01,blur_3/global_edited.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_e3372a8e19c240ac81111fb5b24a48db_mv2.png/v1/fill/w_54,h_54,al_c,usm_0.66_1.00_0.01,blur_3/global_edited.png	(from https://www.180dcberkeley.com/ourservices)
22:28:40	5884/5884	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:40%20GMT	https://static.wixstatic.com/media/83c157_4ea2d2d7874349e39550dd824bfc18d4~mv2.png/v1/fill/w_54,h_54,al_c,usm_0.66_1.00_0.01,blur_3/bullhorn_edited.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_4ea2d2d7874349e39550dd824bfc18d4_mv2.png/v1/fill/w_54,h_54,al_c,usm_0.66_1.00_0.01,blur_3/bullhorn_edited.png	(from https://www.180dcberkeley.com/ourservices)
22:28:40	4842/4842	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:40%20GMT	https://static.wixstatic.com/media/83c157_f9df7fcd22b847dc87a27687c5c051c9~mv2.png/v1/fill/w_49,h_49,al_c,usm_0.66_1.00_0.01,blur_3/team_edited.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_f9df7fcd22b847dc87a27687c5c051c9_mv2.png/v1/fill/w_49,h_49,al_c,usm_0.66_1.00_0.01,blur_3/team_edited.png	(from https://www.180dcberkeley.com/ourservices)
22:28:40	5018/5018	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:41%20GMT	https://static.wixstatic.com/media/83c157_22bc1d33542f45caa5179a987cdbd75a~mv2.png/v1/fill/w_54,h_54,al_c,usm_0.66_1.00_0.01,blur_3/partnership-handshake%2520(1)_edited.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_22bc1d33542f45caa5179a987cdbd75a_mv2.png/v1/fill/w_54,h_54,al_c,usm_0.66_1.00_0.01,blur_3/partnership-handshake%20(1)_edited.png	(from https://www.180dcberkeley.com/ourservices)
22:28:41	7948/7948	---M--	200	added ('OK')	image/png	date:Fri,%2007%20May%202021%2016:58:41%20GMT	https://static.wixstatic.com/media/83c157_0e12616509484c85a477a6b5fd7840db~mv2.png/v1/fill/w_64,h_64,al_c,usm_0.66_1.00_0.01,blur_3/money%2520(1)_edited.png	C:/My%20Web%20Sites/dc180/static.wixstatic.com/media/83c157_0e12616509484c85a477a6b5fd7840db_mv2.png/v1/fill/w_64,h_64,al_c,usm_0.66_1.00_0.01,blur_3/money%20(1)_edited.png	(from https://www.180dcberkeley.com/ourservices)
